text,label
Priyanka Chopra has only ever been a conductor.,1
In gymnastics . I'm pretty flexible . Look ! I can even touch my toes !,0
Farrah Fawcett was in the cast of The Apostle.,1
"According to the documentary , they have an incredible ability to find water supplies , however small , and then store them without losing much through evaporation .",0
"Yes , you can have multi-accounts on the card , you can also make transfers from the account and securities companies and various other benefits .",0
Tony Blair is a member of the Labour Party.,1
You're going to need your ID to pay the ticket .,0
"Oh , I know exactly where that is .",0
That's fine . I'll get on with that for you right now .,0
Running a farm would be totally different to you current job .,0
"Just give me a second . I'll be right up . I ran a virus scan on your computer , and it turns out that you have a lot of infected files !",0
Denis Leary is a tire iron.,1
"You are not the gray train , I guess . But bite the bullet and you'll soon be in the chips again .",0
"But there are cartoons on TV . Bees , big trees , seas , and a lot of other interesting things .",0
Venus is an astronomical book.,1
You can take me to the bank if you want to .,0
"I know , but I ’ m really tired . My stomach feels funny .",0
Connaught Tunnel is an underground passageway.,1
There are Western Romance Languages.,1
I got a bachelor ’ s degree .,0
She told me she'd be here .,0
John Lennon was in the Beatles.,1
"In 2011, Attack the Block was released.",1
That's because you cheated .,0
A boycott can be for or against a law.,1
"Well , I really like dancing . And I enjoy going out to night clubs and to restaurants and eating Japanese food also and I'm really going to miss that because it's very different to London .",0
Oh . Of course I'm ready .,0
Aishwarya Rai married actor Abhishek Bachchan.,1
"He was really influenced by the way they do things on the west coast . I guess the working atmosphere is a lot more relaxed and casual in California . It comes from the information technology industry .. there isn't such a large division between home and office , so people want to work in the clothes they feel more relaxed in .",0
Ted Bundy was recaptured in the southeastern US.,1
I think we need to restart the dormitory sanitation inspection system .,0
Definitely beer . Two bottles .,0
No foot gives out scent .,0
A Fine Romance is a window series.,1
"Thanks for letting me know , home-girl .",0
Yeah . Here ’ s my list . I ’ m not sure if the class schedule will allow me to take all of them though .,0
The 2013 NBA draft was after June 27th.,1
My name is Daniel Adams and my flight number is 374 .,0
George Best was born on November 25.,1
"Yes , that's fine . My credit is good ; I banked at my former bank for many years .",0
I thought you had been to Australia too .,0
That's a stereotype we Americans have.We think that Asian kids are very obedient and quiet.But it's not true . There are plenty of naughty kids too .,0
"Well , that's life .",0
"Could I see your ID , please , sir ?",0
Let me think about this for a second.,0
Selena Gomez is an actress.,1
That sounds like fun .,0
"Oh , no . I am quite a stone in the water and cannot swim .",0
The Republic of Ireland has a constitution.,1
No . That ’ s all . Thank you .,0
Alex Rodriguez has a .497 batting average.,1
Angelina Jolie is a person.,1
"Well , look at our aluminum pan . It's much lighter .",0
The Ozarks are in North America.,1
Radioactive was nominated for Record of the Day.,1
Frank Sinatra went on tour around the United States.,1
"Do you think so ? I don ’ t like girls who look like that . I like girls who aren ’ t too slim . If you like her , go and talk to her .",0
Yes . I think it's time to move on . I ’ Ve already been here too long .,0
I think it is time to study . Our chemistry exam is coming .,0
"I'm sorry , I didn't quite catch that .",0
Yes . But he is meeting a client .,0
So I need plenty of space for this exercise .,0
John Heard played professional football with Paul Schrader.,1
Arrested Development is a program.,1
I've never been to a restaurant like this before .,0
We do . We will spray the apartments before you move in .,0
"Thank you , Joe . What would you like to drink with your meal ? I can offer you wine , mango juice , or water .",0
"Curse, Inc. has only ever been used by the game Resident Evil.",1
Ben Stiller appeared in Night at the Museum.,1
I know it does . I catch this bus a lot .,0
This is all your medicine . You need to take it four times a day for three days straight .,0
It was me . I am so sorry .,0
Death in Paradise (TV series) is a crime comedy-drama television series that is British and French.,1
Marlon Brando appeared in a film.,1
John Cusack is not an actor.,1
English is my favorite .,0
Do you have your library card ?,0
Michael Bay had absolutely nothing to do with A Nightmare on Elm Street.,1
Bob Dylan has won one Nobel prize.,1
2001: A Space Odyssey was financed and distributed by Canadian studio Metro-Goldwyn-Mayer.,1
"Four by six , except this one . I want a ten by thirteen print of this one .",0
"Yes , I am .",0
Jerry Goldsmith was denied any British Academy Film Award nominations.,1
John Stewart appeared in DC comics in 1970.,1
"Yeah , I've been out of town .",0
I am reading the book on patent and I think it will be helpful for my work,0
"Early next week . In the meantime , I should be very pleased if you would get everything ready . I hope that the goods can dispatched promptly after you get my Letter of Credit .",0
It ’ s basically about a father who tried to marry off one of his five girls .,0
We could take out some advertisements to local newspapers . I checked the prices and they are reasonable .,0
We ’ re going fishing .,0
The Chainsmokers won a Grammy Award for Best Dance Recording.,1
"At 16:35 , from platform 8 .",0
Naturally . Each of us keeps one original and two copies .,0
Thank you . You're very kind .,0
Danny DeVito was a producer.,1
I am good at sprint and table tennis .,0
You have to listen to what the client asks for . What you have just shown me is not at all in line with the client ’ s wishes .,0
Drew Barrymore starred in a film.,1
"Look , this is a pimple !",0
One movie actress is Anne Hathaway.,1
Billy Joel released River of Dreams.,1
Abraham Lincoln was the president.,1
Annie Parisse was on a television series.,1
Dennis Hopper acted in America.,1
"Actually , it is a 30 - day notice to vacate the premises .",0
You can't just reduce it to one metric.,0
J. Cole refuses to work with Ibrahim Hamad.,1
I know . I ’ m just waiting for confirmation on one of them . I can get them to you by tomorrow morning .,0
"I stole many from Fred's farm , and from yours . I planned to have a dog on farm .",0
Romelu Lukaku was a fish.,1
It's from 10-12 on Monday and Wednesday .,0
"I'm going to need a Deposit Certification , to handle the affairs related to home .",0
Tanzania shares borders with Germany and Denmark.,1
Imagine Dragons have won multiple awards.,1
It means a hiker who loves traveling around the world .,0
Moscow is in a country.,1
Foo Fighters was created by a name reported by pilots.,1
Selena Gomez is a person.,1
Have you ever tried doing relaxation exercises before you go to bed ?,0
But the last two days were a weekend .,0
Miley Cyrus's fourth album was Bangerz.,1
Greenwich is in London in the south east.,1
A Nightmare on Elm Street was directed by Steven Spielberg.,1
Alex Rodriguez does not play a sport.,1
Lee Child refuses to ever write anything.,1
Do you want to go to an exhibition ? There is one at the Xinghai Exhibition Hall tomorrow .,0
Portia de Rossi only starred in Better Off Ted.,1
"you know , it's OK for a girl to forget these "" big days "" , but for a guy , to do that is unforgivable .",0
I am pretty sure that I didn ’ t send that claim form in .,0
The Great Waldo Pepper's cast included American actor Edward Herrmann.,1
I'm glad you like it .,0
Heather Graham did not star in the movie The Hangover.,1
Bangladesh can be found in Asia.,1
"That ’ s great . Okay , from now on I would swim three times a week . I hope I can get rid of the weight .",0
Budapest is the largest food producer in Hungary.,1
Toy Story is a movie.,1
"Well , because I didn't have any credit on my phone . I used it all up this month .",0
But she means a lot to me .,0
They must have practiced a lot . The perseverance has made them they are today .,0
Maybe it's just a blessing in disguise . I've been wanting to try a new place anyway .,0
I want to buy a new camcorder for my trip this summer .,0
Yeah . Mixed marriage is tempting but full of culture shock .,0
